ID,Item_Name,Brand,Model,Category,Year_of_Purchase,Condition,Quantity,Weight_kg,Recycle_Method,Location,Recycling_Facility,Collection_Date,End_Use,Recycled_Price_USD,Toxic_Components,E-Waste_Collector,Carbon_Footprint,Exported_To
7650,Refrigerator,Panasonic,Panasonic Model 243,Appliance,2023,Broken,3,80.39,Both,Dhaka,Facility B,2024/4/14,E-Waste Disposal,7.34,Cadmium,Green Electronics,9.6,Brazil
7154,Air Conditioner,Samsung,Samsung Model 856,Appliance,2021,Broken,4,30.27,Manual,Berlin,Facility C,2024/3/21,Parts for Electronics,43.05,Mercury,Green Electronics,3.45,USA
1161,Laptop,Sony,Sony Model 520,Computers,2020,Broken,4,2.35,Both,Shanghai,Facility A,2024/4/24,Raw Materials,172.13,Mercury,E-Waste Inc.,8.61,China
1803,TV,Samsung,Samsung Model 535,Electronics,2016,Working,3,14.88,Manual,Dhaka,Facility B,2024/4/4,Raw Materials,58.63,Lead,E-Waste Inc.,2.35,Brazil
9749,Headphone,Dell,Dell Model 139,Electronics,2019,Working,3,0.44,Manual,London,Facility D,2024/3/27,Raw Materials,66.98,None,EcoWaste Solutions,3.99,China
4054,Refrigerator,Dell,Dell Model 782,Appliance,2011,Working,4,80.48,Both,Berlin,Facility B,2023/12/4,Parts for Electronics,7.27,None,EcoWaste Solutions,5.29,China
4816,Refrigerator,LG,LG Model 752,Appliance,2011,Working,3,80.45,Manual,Mumbai,Facility D,2024/10/18,Parts for Electronics,71.3,Cadmium,EcoWaste Solutions,19.57,China
7225,Air Conditioner,Apple,Apple Model 643,Appliance,2016,Working,2,30.27,Both,Dhaka,Facility D,2024/8/9,Parts for Electronics,41.09,Cadmium,EcoWaste Solutions,11.05,Germany
6490,Washing Machine,Samsung,Samsung Model 676,Appliance,2022,Working,5,69.9,Automated,Dhaka,Facility A,2024/8/12,Raw Materials,27.83,Cadmium,Green Electronics,15.01,Brazil
4829,Refrigerator,LG,LG Model 137,Appliance,2022,Broken,1,79.86,Manual,Dhaka,Facility B,2024/1/7,Raw Materials,88.18,Mercury,E-Waste Inc.,4.94,Germany
3675,Headphone,Sony,Sony Model 874,Electronics,2011,Working,2,0.96,Manual,Mumbai,Facility C,2024/2/12,Raw Materials,22.16,Lead,Green Electronics,1.52,India
5558,Headphone,Panasonic,Panasonic Model 925,Electronics,2021,Partially Working,2,0.72,Automated,London,Facility A,2024/8/5,E-Waste Disposal,176.75,Cadmium,E-Waste Inc.,13.8,Brazil
5405,TV,Samsung,Samsung Model 630,Electronics,2012,Working,4,15.08,Automated,London,Facility C,2024/3/28,E-Waste Disposal,144.79,None,EcoWaste Solutions,3.13,Brazil
7432,Smartphone,HP,HP Model 290,Mobile,2022,Partially Working,2,0.14,Manual,London,Facility B,2024/7/7,E-Waste Disposal,160.14,Mercury,Green Electronics,16.72,Brazil
6534,Air Conditioner,HP,HP Model 421,Appliance,2022,Broken,3,29.79,Manual,Dhaka,Facility C,2024/1/27,Parts for Electronics,147.03,Cadmium,Green Electronics,10.84,Germany
3348,Air Conditioner,Samsung,Samsung Model 873,Appliance,2022,Broken,3,29.51,Manual,Mumbai,Facility A,2023/11/30,Parts for Electronics,62.45,Cadmium,E-Waste Inc.,10.08,USA
5749,Headphone,Xiaomi,Xiaomi Model 890,Electronics,2015,Working,4,0.68,Automated,Dhaka,Facility C,2024/6/21,E-Waste Disposal,150.06,Lead,EcoWaste Solutions,6.87,USA
2227,Smartphone,Sony,Sony Model 550,Mobile,2019,Working,3,0.33,Automated,Dhaka,Facility B,2023/12/2,Parts for Electronics,183.86,Cadmium,Green Electronics,2.91,USA
7999,Microwave,Sony,Sony Model 302,Appliance,2021,Broken,5,12.46,Manual,Dhaka,Facility A,2024/1/26,E-Waste Disposal,65.47,Lead,EcoWaste Solutions,10.3,China
2872,Headphone,Panasonic,Panasonic Model 947,Electronics,2014,Working,4,0.7,Manual,Shanghai,Facility A,2024/6/29,Parts for Electronics,185.46,Mercury,EcoWaste Solutions,11.05,USA
3181,Air Conditioner,Apple,Apple Model 563,Appliance,2013,Working,5,29.84,Automated,Shanghai,Facility A,2024/7/30,Raw Materials,21.7,Cadmium,EcoWaste Solutions,3.69,Germany
9713,Headphone,Apple,Apple Model 274,Electronics,2018,Broken,3,0.59,Automated,Dhaka,Facility B,2024/6/9,E-Waste Disposal,9.77,Lead,Green Electronics,13.22,India
5312,Headphone,HP,HP Model 249,Electronics,2011,Broken,2,0.21,Automated,Dhaka,Facility D,2024/4/5,Raw Materials,157.38,Cadmium,E-Waste Inc.,9.46,USA
3895,Air Conditioner,HP,HP Model 391,Appliance,2012,Working,2,29.66,Both,New York,Facility A,2024/10/2,Raw Materials,124.81,Mercury,Green Electronics,7.53,India
9990,Washing Machine,Dell,Dell Model 718,Appliance,2022,Partially Working,2,69.96,Manual,London,Facility D,2023/12/7,E-Waste Disposal,93.38,Lead,EcoWaste Solutions,4.3,Germany
941,Refrigerator,Apple,Apple Model 754,Appliance,2022,Partially Working,3,79.89,Both,Shanghai,Facility D,2024/8/16,E-Waste Disposal,110.13,Mercury,Green Electronics,15.97,Brazil
8484,TV,HP,HP Model 718,Electronics,2013,Partially Working,3,14.89,Automated,New York,Facility C,2024/5/11,Raw Materials,75.72,Lead,E-Waste Inc.,17.48,India
4667,Microwave,Sony,Sony Model 209,Appliance,2018,Broken,4,12.11,Both,Berlin,Facility A,2023/12/28,Parts for Electronics,151.97,Cadmium,Green Electronics,17.5,USA
5910,Microwave,Panasonic,Panasonic Model 257,Appliance,2010,Broken,5,11.66,Automated,London,Facility B,2024/9/14,Parts for Electronics,183.93,Lead,EcoWaste Solutions,16.74,India
8434,Air Conditioner,LG,LG Model 778,Appliance,2016,Partially Working,2,29.84,Manual,London,Facility A,2024/7/29,Raw Materials,19.44,None,E-Waste Inc.,6.62,USA
1450,Smartphone,Samsung,Samsung Model 911,Mobile,2013,Broken,2,0.41,Automated,Berlin,Facility D,2023/12/17,E-Waste Disposal,142.18,Mercury,Green Electronics,17.12,USA
3074,Air Conditioner,HP,HP Model 284,Appliance,2019,Broken,4,29.63,Automated,London,Facility C,2024/7/26,E-Waste Disposal,33.39,Lead,EcoWaste Solutions,10.55,Germany
2891,Smartphone,Sony,Sony Model 236,Mobile,2017,Partially Working,1,0.1,Manual,Dhaka,Facility A,2023/12/18,Raw Materials,198.25,Mercury,E-Waste Inc.,2.43,USA
8138,Headphone,HP,HP Model 869,Electronics,2021,Partially Working,2,0.42,Both,Mumbai,Facility B,2024/8/27,Parts for Electronics,91,Lead,Green Electronics,10.46,Germany
8755,Headphone,Xiaomi,Xiaomi Model 192,Electronics,2011,Working,5,0.18,Both,Shanghai,Facility D,2024/7/31,Raw Materials,110.62,Cadmium,E-Waste Inc.,6.7,Brazil
7298,Microwave,HP,HP Model 835,Appliance,2013,Working,5,11.6,Automated,Dhaka,Facility C,2024/6/26,E-Waste Disposal,42.7,Cadmium,Green Electronics,9.78,Brazil
6607,Smartphone,LG,LG Model 755,Mobile,2022,Broken,5,0.1,Automated,Mumbai,Facility D,2024/10/31,E-Waste Disposal,137.32,None,E-Waste Inc.,9.52,China
3500,Washing Machine,Xiaomi,Xiaomi Model 194,Appliance,2017,Working,4,69.53,Both,London,Facility B,2024/2/24,E-Waste Disposal,54.26,Cadmium,E-Waste Inc.,6.41,Brazil
9339,Microwave,Apple,Apple Model 934,Appliance,2011,Broken,5,11.53,Both,Berlin,Facility C,2024/10/11,Parts for Electronics,15.94,Mercury,Green Electronics,17.68,Germany
8973,Washing Machine,LG,LG Model 833,Appliance,2012,Partially Working,5,69.73,Automated,Mumbai,Facility D,2023/12/1,E-Waste Disposal,90.36,Mercury,E-Waste Inc.,14.01,India
4651,Air Conditioner,Apple,Apple Model 697,Appliance,2013,Broken,1,30.35,Both,Mumbai,Facility C,2024/6/26,Parts for Electronics,166.22,Cadmium,Green Electronics,18.79,India
6532,TV,LG,LG Model 887,Electronics,2018,Broken,5,15.37,Both,Dhaka,Facility D,2024/4/14,Parts for Electronics,75.51,Mercury,E-Waste Inc.,4.45,USA
2779,Headphone,LG,LG Model 593,Electronics,2010,Partially Working,3,0.15,Manual,Shanghai,Facility D,2024/4/10,Parts for Electronics,160.99,Cadmium,EcoWaste Solutions,6.97,USA
9468,Smartphone,Panasonic,Panasonic Model 513,Mobile,2016,Working,5,0.1,Manual,Mumbai,Facility C,2024/5/22,E-Waste Disposal,6.39,None,E-Waste Inc.,17.82,Brazil
5714,Air Conditioner,Sony,Sony Model 528,Appliance,2012,Broken,3,30,Both,Dhaka,Facility B,2024/1/16,E-Waste Disposal,168.68,Lead,Green Electronics,14.28,China
8084,Washing Machine,LG,LG Model 550,Appliance,2022,Partially Working,5,69.72,Both,London,Facility C,2023/12/17,Parts for Electronics,196.93,Cadmium,E-Waste Inc.,9.25,China
6291,Laptop,Xiaomi,Xiaomi Model 385,Computers,2018,Broken,4,2.05,Manual,London,Facility C,2023/12/26,E-Waste Disposal,40.17,Cadmium,E-Waste Inc.,10.25,Germany
1722,TV,LG,LG Model 594,Electronics,2013,Broken,4,14.57,Both,Mumbai,Facility B,2024/3/17,Raw Materials,199.54,None,EcoWaste Solutions,8.78,Germany
3205,TV,Dell,Dell Model 182,Electronics,2021,Partially Working,1,15.07,Manual,New York,Facility B,2024/7/20,Raw Materials,172.35,None,EcoWaste Solutions,5.87,China
8056,TV,LG,LG Model 427,Electronics,2020,Working,5,14.79,Both,New York,Facility B,2024/7/25,Raw Materials,197.87,Cadmium,Green Electronics,14.61,Germany
4723,Headphone,LG,LG Model 661,Electronics,2019,Broken,1,0.16,Automated,Mumbai,Facility B,2024/10/3,E-Waste Disposal,168.26,Lead,EcoWaste Solutions,3.04,India
6297,TV,Sony,Sony Model 513,Electronics,2012,Working,3,14.75,Both,Dhaka,Facility D,2024/6/6,Raw Materials,72.74,Lead,EcoWaste Solutions,9.74,Germany
6490,TV,Xiaomi,Xiaomi Model 662,Electronics,2021,Working,1,14.78,Automated,Shanghai,Facility D,2024/8/18,Parts for Electronics,156.68,None,EcoWaste Solutions,8.86,Brazil
7742,Washing Machine,Xiaomi,Xiaomi Model 775,Appliance,2021,Partially Working,5,69.53,Manual,Shanghai,Facility A,2024/10/15,E-Waste Disposal,7.29,Lead,E-Waste Inc.,6.31,USA
8482,Smartphone,Sony,Sony Model 887,Mobile,2022,Broken,4,0.67,Manual,Dhaka,Facility B,2024/3/16,Parts for Electronics,159.48,None,Green Electronics,18.93,USA
955,Laptop,Sony,Sony Model 971,Computers,2019,Partially Working,3,2.45,Manual,Mumbai,Facility A,2024/4/29,E-Waste Disposal,120.96,None,Green Electronics,18.54,China
7504,Air Conditioner,Sony,Sony Model 415,Appliance,2021,Working,5,30.37,Both,Berlin,Facility B,2024/10/26,E-Waste Disposal,181.6,None,Green Electronics,11.71,India
7735,Washing Machine,Sony,Sony Model 598,Appliance,2019,Broken,2,69.81,Automated,London,Facility C,2024/10/26,Parts for Electronics,112.92,Mercury,E-Waste Inc.,10.88,Germany
7526,Washing Machine,HP,HP Model 494,Appliance,2011,Broken,2,70.34,Manual,Mumbai,Facility A,2024/1/11,Raw Materials,189.3,Lead,Green Electronics,2.48,USA
4265,Microwave,Panasonic,Panasonic Model 761,Appliance,2012,Partially Working,4,12.39,Both,New York,Facility C,2024/5/1,Parts for Electronics,106.46,Mercury,EcoWaste Solutions,1.49,USA
8345,Headphone,Apple,Apple Model 297,Electronics,2017,Partially Working,5,0.72,Manual,Shanghai,Facility B,2024/6/10,Parts for Electronics,76.41,Lead,EcoWaste Solutions,16.08,India
515,Microwave,Samsung,Samsung Model 589,Appliance,2015,Working,5,12.46,Manual,London,Facility A,2024/5/26,E-Waste Disposal,37.91,Cadmium,EcoWaste Solutions,8.72,Brazil
6091,Refrigerator,Apple,Apple Model 475,Appliance,2012,Broken,4,79.98,Manual,London,Facility B,2024/1/25,Parts for Electronics,68.08,Mercury,E-Waste Inc.,3.69,USA
6148,Air Conditioner,Sony,Sony Model 746,Appliance,2016,Partially Working,5,29.58,Manual,Mumbai,Facility A,2024/2/25,E-Waste Disposal,46.11,Cadmium,Green Electronics,4.79,Brazil
275,Washing Machine,HP,HP Model 715,Appliance,2016,Broken,5,69.89,Manual,Dhaka,Facility A,2024/6/3,Parts for Electronics,198.67,Mercury,Green Electronics,15.13,Brazil
3800,Headphone,Samsung,Samsung Model 353,Electronics,2019,Working,3,0.3,Both,London,Facility D,2024/7/23,Raw Materials,188.34,Cadmium,E-Waste Inc.,12.77,USA
3982,TV,Dell,Dell Model 338,Electronics,2015,Partially Working,4,14.58,Automated,London,Facility A,2024/1/12,Parts for Electronics,23.77,Mercury,E-Waste Inc.,12.3,Brazil
3357,Microwave,Samsung,Samsung Model 273,Appliance,2016,Working,1,11.64,Both,Shanghai,Facility C,2024/5/4,Parts for Electronics,100.82,Lead,Green Electronics,3.79,USA
5788,Air Conditioner,HP,HP Model 222,Appliance,2020,Working,5,29.98,Automated,Dhaka,Facility C,2023/12/23,E-Waste Disposal,181.39,Cadmium,E-Waste Inc.,14,Brazil
9327,TV,Sony,Sony Model 373,Electronics,2022,Partially Working,5,15.49,Manual,Berlin,Facility C,2024/11/4,Parts for Electronics,60.71,None,E-Waste Inc.,8.91,Brazil
7345,Smartphone,LG,LG Model 188,Mobile,2015,Working,2,0.1,Both,New York,Facility C,2024/9/12,Parts for Electronics,46.61,Mercury,E-Waste Inc.,8.12,India
4302,Microwave,Dell,Dell Model 956,Appliance,2021,Broken,5,12.2,Manual,Berlin,Facility D,2024/11/14,Parts for Electronics,123.56,Cadmium,Green Electronics,11.42,China
767,Refrigerator,LG,LG Model 384,Appliance,2013,Working,2,80.31,Manual,London,Facility B,2024/4/9,Parts for Electronics,181.37,Cadmium,E-Waste Inc.,1.7,China
4097,Microwave,Dell,Dell Model 314,Appliance,2021,Broken,3,12.43,Both,Shanghai,Facility A,2024/3/7,Parts for Electronics,9.57,Cadmium,Green Electronics,9.1,China
7179,Smartphone,Samsung,Samsung Model 127,Mobile,2021,Broken,4,0.1,Manual,Mumbai,Facility A,2024/6/20,Raw Materials,156.65,None,E-Waste Inc.,15.53,China
7676,Refrigerator,Xiaomi,Xiaomi Model 122,Appliance,2012,Working,2,80.36,Both,Dhaka,Facility C,2024/5/13,Parts for Electronics,158.58,Lead,E-Waste Inc.,16.66,Brazil
5963,Headphone,Xiaomi,Xiaomi Model 562,Electronics,2015,Working,2,0.32,Automated,Mumbai,Facility D,2024/10/14,Raw Materials,159.99,Cadmium,E-Waste Inc.,11.65,USA
4897,Air Conditioner,HP,HP Model 276,Appliance,2019,Partially Working,1,29.51,Both,Berlin,Facility B,2024/6/15,Parts for Electronics,92.69,Mercury,Green Electronics,16.21,USA
8082,Laptop,Panasonic,Panasonic Model 179,Computers,2022,Working,2,1.88,Both,London,Facility A,2024/4/29,Parts for Electronics,20.89,Mercury,EcoWaste Solutions,14.23,India
6494,Microwave,HP,HP Model 756,Appliance,2013,Partially Working,1,11.65,Automated,London,Facility B,2024/10/22,Parts for Electronics,76.33,Mercury,Green Electronics,5.92,India
3608,Refrigerator,Panasonic,Panasonic Model 702,Appliance,2013,Working,1,80.34,Automated,Berlin,Facility C,2024/6/13,E-Waste Disposal,6.22,None,EcoWaste Solutions,6.86,Brazil
9632,Laptop,Panasonic,Panasonic Model 941,Computers,2018,Working,5,1.82,Manual,Mumbai,Facility D,2024/1/25,E-Waste Disposal,194.21,None,E-Waste Inc.,10.79,China
2130,Laptop,Apple,Apple Model 902,Computers,2015,Partially Working,5,2.23,Automated,Dhaka,Facility C,2024/8/14,Parts for Electronics,60.66,Mercury,Green Electronics,6.55,Brazil
7378,Smartphone,Apple,Apple Model 687,Mobile,2014,Broken,2,0.1,Automated,Berlin,Facility A,2024/9/29,E-Waste Disposal,150.7,Mercury,E-Waste Inc.,16.3,Brazil
2986,Headphone,Xiaomi,Xiaomi Model 472,Electronics,2019,Broken,3,0.16,Manual,Dhaka,Facility C,2024/6/28,Raw Materials,39.76,Lead,E-Waste Inc.,9.85,Brazil
8645,TV,Sony,Sony Model 398,Electronics,2019,Broken,4,15.07,Both,London,Facility B,2024/4/29,E-Waste Disposal,93.19,None,EcoWaste Solutions,12.78,Germany
5000,Air Conditioner,Panasonic,Panasonic Model 769,Appliance,2018,Working,4,30.23,Both,Berlin,Facility A,2024/3/13,E-Waste Disposal,183.22,Lead,E-Waste Inc.,10.65,USA
1627,Smartphone,LG,LG Model 488,Mobile,2022,Working,1,0.25,Automated,Dhaka,Facility B,2024/8/2,Parts for Electronics,39.71,Cadmium,Green Electronics,13.81,India
7407,Air Conditioner,Dell,Dell Model 994,Appliance,2017,Broken,5,30.25,Automated,London,Facility C,2024/3/11,Raw Materials,108.09,Lead,E-Waste Inc.,9.41,India
985,Refrigerator,LG,LG Model 559,Appliance,2013,Working,4,79.79,Automated,Mumbai,Facility B,2024/10/30,Parts for Electronics,176.98,Lead,Green Electronics,14.26,Brazil
7871,Laptop,LG,LG Model 309,Computers,2021,Working,4,2.35,Both,Mumbai,Facility A,2024/2/23,E-Waste Disposal,35.13,Cadmium,E-Waste Inc.,17.48,Brazil
1460,Smartphone,HP,HP Model 652,Mobile,2019,Working,4,0.1,Automated,London,Facility A,2024/5/25,E-Waste Disposal,8.11,None,E-Waste Inc.,13.29,India
7964,Refrigerator,Samsung,Samsung Model 615,Appliance,2019,Broken,3,79.75,Manual,Mumbai,Facility B,2024/9/14,Raw Materials,124.13,Cadmium,Green Electronics,17.28,Brazil
8881,Laptop,Xiaomi,Xiaomi Model 445,Computers,2016,Broken,5,2.06,Automated,Shanghai,Facility A,2024/9/13,Parts for Electronics,98.11,Cadmium,Green Electronics,13.4,China
8162,Air Conditioner,Xiaomi,Xiaomi Model 581,Appliance,2014,Working,5,30.42,Both,Berlin,Facility B,2024/1/2,Parts for Electronics,111.28,None,Green Electronics,7.13,USA
726,Laptop,Panasonic,Panasonic Model 535,Computers,2013,Broken,5,2.12,Both,Dhaka,Facility B,2024/10/31,E-Waste Disposal,175.21,None,EcoWaste Solutions,5.31,India
9246,Refrigerator,Panasonic,Panasonic Model 686,Appliance,2013,Broken,2,80.47,Manual,London,Facility C,2024/5/3,Raw Materials,30.48,Mercury,E-Waste Inc.,13.94,USA
5038,Washing Machine,LG,LG Model 662,Appliance,2022,Partially Working,3,69.66,Both,Mumbai,Facility A,2023/12/3,Parts for Electronics,144.85,None,E-Waste Inc.,6.47,Brazil
2311,Smartphone,HP,HP Model 438,Mobile,2010,Working,1,0.4,Both,London,Facility D,2024/5/20,Raw Materials,84.19,Lead,Green Electronics,11.76,China
7196,Headphone,Xiaomi,Xiaomi Model 110,Electronics,2016,Working,5,0.76,Manual,New York,Facility C,2024/1/28,Parts for Electronics,85.38,Cadmium,E-Waste Inc.,16.92,USA
5979,Laptop,Xiaomi,Xiaomi Model 932,Computers,2019,Working,4,1.64,Manual,Mumbai,Facility B,2024/4/7,E-Waste Disposal,52.53,Cadmium,EcoWaste Solutions,11.95,Germany
4997,Washing Machine,Sony,Sony Model 503,Appliance,2018,Partially Working,1,69.91,Manual,Dhaka,Facility A,2024/10/23,E-Waste Disposal,85.82,None,Green Electronics,7.02,China
9237,TV,Xiaomi,Xiaomi Model 557,Electronics,2012,Working,5,14.95,Both,Berlin,Facility B,2024/11/17,Raw Materials,140.72,Mercury,EcoWaste Solutions,4.89,China
4734,Laptop,Apple,Apple Model 886,Computers,2019,Broken,4,2.29,Manual,Mumbai,Facility A,2023/11/25,E-Waste Disposal,173.6,Mercury,Green Electronics,5.41,India
9439,Laptop,HP,HP Model 414,Computers,2013,Working,3,1.53,Manual,New York,Facility D,2024/9/21,E-Waste Disposal,175.63,Lead,E-Waste Inc.,8.97,Germany
4587,Headphone,LG,LG Model 160,Electronics,2021,Partially Working,5,0.3,Manual,New York,Facility B,2023/12/10,Parts for Electronics,13.24,Mercury,Green Electronics,14.01,India
282,Air Conditioner,Dell,Dell Model 356,Appliance,2015,Partially Working,3,30.25,Automated,Mumbai,Facility C,2024/5/3,Parts for Electronics,9.17,Cadmium,E-Waste Inc.,7.22,Germany
2678,Headphone,LG,LG Model 593,Electronics,2022,Working,4,0.92,Automated,London,Facility B,2024/11/16,E-Waste Disposal,14.82,Mercury,Green Electronics,2.06,USA
6660,Washing Machine,HP,HP Model 886,Appliance,2019,Broken,5,69.69,Automated,London,Facility C,2024/10/5,Parts for Electronics,162.31,Cadmium,EcoWaste Solutions,15.11,USA
1451,TV,Xiaomi,Xiaomi Model 558,Electronics,2019,Partially Working,4,15.08,Both,Shanghai,Facility D,2024/5/18,Parts for Electronics,139.17,Mercury,E-Waste Inc.,9.02,China
3193,TV,Dell,Dell Model 913,Electronics,2014,Partially Working,4,14.54,Manual,Shanghai,Facility C,2024/4/30,Raw Materials,172.17,None,E-Waste Inc.,6.53,China
6483,Smartphone,Sony,Sony Model 181,Mobile,2022,Partially Working,4,0.1,Manual,Mumbai,Facility A,2023/11/22,E-Waste Disposal,76.17,Lead,E-Waste Inc.,11.21,USA
5604,Washing Machine,Panasonic,Panasonic Model 163,Appliance,2011,Working,2,70.4,Automated,Mumbai,Facility C,2023/12/13,Parts for Electronics,70.88,None,E-Waste Inc.,12.49,China
9951,Washing Machine,Panasonic,Panasonic Model 858,Appliance,2015,Partially Working,3,70.32,Manual,Shanghai,Facility C,2024/8/26,Raw Materials,35.55,None,EcoWaste Solutions,4.74,USA
6848,Smartphone,Apple,Apple Model 107,Mobile,2013,Partially Working,4,0.1,Manual,Berlin,Facility A,2024/4/10,E-Waste Disposal,80.47,Cadmium,E-Waste Inc.,13.32,India
5958,TV,HP,HP Model 284,Electronics,2014,Partially Working,2,15.12,Both,Berlin,Facility A,2023/11/23,Raw Materials,138.85,Mercury,EcoWaste Solutions,14.2,Brazil
9811,Laptop,Dell,Dell Model 838,Computers,2019,Working,3,2.41,Both,London,Facility D,2024/1/26,E-Waste Disposal,127.02,Cadmium,EcoWaste Solutions,5.31,Germany
8146,Air Conditioner,Dell,Dell Model 570,Appliance,2017,Partially Working,2,29.83,Manual,London,Facility D,2023/12/3,E-Waste Disposal,167.15,Mercury,EcoWaste Solutions,16.31,Germany
4827,Washing Machine,Xiaomi,Xiaomi Model 627,Appliance,2015,Broken,4,69.52,Manual,London,Facility B,2024/8/9,E-Waste Disposal,47.35,Mercury,EcoWaste Solutions,8.13,Brazil
3582,TV,Xiaomi,Xiaomi Model 164,Electronics,2017,Working,5,15.14,Automated,Shanghai,Facility B,2024/4/23,Raw Materials,31.34,Mercury,EcoWaste Solutions,6.83,India
2676,Washing Machine,LG,LG Model 301,Appliance,2013,Partially Working,3,69.68,Manual,Mumbai,Facility D,2024/8/10,Raw Materials,183.32,None,Green Electronics,13.06,India
44,Air Conditioner,Sony,Sony Model 887,Appliance,2011,Partially Working,5,30.05,Both,Mumbai,Facility D,2024/6/30,Parts for Electronics,191.97,Lead,E-Waste Inc.,2.5,China
6006,TV,LG,LG Model 246,Electronics,2010,Broken,3,15.1,Automated,Shanghai,Facility B,2024/7/8,Raw Materials,52.9,Mercury,Green Electronics,2.34,Brazil
9309,Microwave,Samsung,Samsung Model 388,Appliance,2010,Partially Working,4,12.1,Automated,New York,Facility D,2024/6/10,Parts for Electronics,136.79,None,E-Waste Inc.,1.51,China
